	E12_1_week_IP_vs_naive_adult_3_IP.enrichment	E12_1_week_IP_vs_naive_adult_3_IP.p	E12_1_week_IP_vs_naive_adult_3_IP.FDR	E12_1_week_IP_vs_naive_adult_3_IP.nonNull	E12_1_week_IP_vs_naive_adult_3_IP.instanceCount	E12_1_week_IP_vs_naive_adult_3_IP.specificity	E12_1_week_IP_vs_naive_adult_3_IP.reliable	E12_2_week_IP_vs_naive_adult_3_IP.enrichment	E12_2_week_IP_vs_naive_adult_3_IP.p	E12_2_week_IP_vs_naive_adult_3_IP.FDR	E12_2_week_IP_vs_naive_adult_3_IP.nonNull	E12_2_week_IP_vs_naive_adult_3_IP.instanceCount	E12_2_week_IP_vs_naive_adult_3_IP.specificity	E12_2_week_IP_vs_naive_adult_3_IP.reliable	E12_3_day_IP_vs_naive_adult_3_IP.enrichment	E12_3_day_IP_vs_naive_adult_3_IP.p	E12_3_day_IP_vs_naive_adult_3_IP.FDR	E12_3_day_IP_vs_naive_adult_3_IP.nonNull	E12_3_day_IP_vs_naive_adult_3_IP.instanceCount	E12_3_day_IP_vs_naive_adult_3_IP.specificity	E12_3_day_IP_vs_naive_adult_3_IP.reliable	naive_1_week_IP_vs_naive_adult_3_IP.enrichment	naive_1_week_IP_vs_naive_adult_3_IP.p	naive_1_week_IP_vs_naive_adult_3_IP.FDR	naive_1_week_IP_vs_naive_adult_3_IP.nonNull	naive_1_week_IP_vs_naive_adult_3_IP.instanceCount	naive_1_week_IP_vs_naive_adult_3_IP.specificity	naive_1_week_IP_vs_naive_adult_3_IP.reliable	naive_2_weeks_IP_vs_naive_adult_3_IP.enrichment	naive_2_weeks_IP_vs_naive_adult_3_IP.p	naive_2_weeks_IP_vs_naive_adult_3_IP.FDR	naive_2_weeks_IP_vs_naive_adult_3_IP.nonNull	naive_2_weeks_IP_vs_naive_adult_3_IP.instanceCount	naive_2_weeks_IP_vs_naive_adult_3_IP.specificity	naive_2_weeks_IP_vs_naive_adult_3_IP.reliable	naive_3_days_IP_vs_naive_adult_3_IP.enrichment	naive_3_days_IP_vs_naive_adult_3_IP.p	naive_3_days_IP_vs_naive_adult_3_IP.FDR	naive_3_days_IP_vs_naive_adult_3_IP.nonNull	naive_3_days_IP_vs_naive_adult_3_IP.instanceCount	naive_3_days_IP_vs_naive_adult_3_IP.specificity	naive_3_days_IP_vs_naive_adult_3_IP.reliable
decitabine	-0.921639344262295	1e-05	0.000251730769230769	1	1	0.2	FALSE	-0.951475409836066	1e-05	0.000256666666666667	1	1	0.12	FALSE	-0.998688524590164	0	0	1	1	0.008	FALSE	-0.765409836065574	1e-05	0.00023375	0	1	0.56	FALSE	0.843934426229508	1e-05	0.000242407407407407	1	1	0.320855614973262	FALSE	-0.732131147540984	1e-05	0.000246981132075472	0	1	0.632	FALSE
alvespimycin	0.219398907103825	0.5381	0.803007391799545	0.416666666666667	12	0.890804597701149	FALSE	0.470327868852459	0.0057	0.0771905154639175	0.833333333333333	12	0.126436781609195	TRUE	0.257267759562842	0.3431	0.759548894472362	0.583333333333333	12	0.747126436781609	TRUE	0.424098360655738	0.01757	0.175565877862595	0.75	12	0.224137931034483	TRUE	0.425792349726776	0.01688	0.237590537634409	0.583333333333333	12	0.218390804597701	TRUE	0.580218579234973	0.00022	0.0051425	0.833333333333333	12	0.0344827586206897	TRUE
vorinostat	0.328579234972678	0.1171	0.449512903225806	0.333333333333333	12	0.819095477386935	FALSE	0.234426229508197	0.456	0.747995325	0.416666666666667	12	0.954773869346734	FALSE	0.390601092896175	0.03665	0.324263020134228	0.583333333333333	12	0.683417085427136	TRUE	0.525901639344262	0.00131	0.0234902739726027	0.75	12	0.407035175879397	TRUE	-0.343497267759563	0.09019	0.564874210526316	0.583333333333333	12	0.646017699115044	TRUE	0.369016393442623	0.05601	0.457418260869565	0.166666666666667	12	0.728643216080402	FALSE
(-)-catechin	0.828688524590164	1e-05	0.000251730769230769	1	1	0.365384615384615	FALSE	0.684426229508197	1e-05	0.000256666666666667	1	1	0.621794871794872	FALSE	-0.589180327868852	1e-05	0.0002618	0	1	0.769230769230769	FALSE	-0.694098360655738	1e-05	0.00023375	0	1	0.608974358974359	FALSE	0.628688524590164	1e-05	0.000242407407407407	0	1	0.730769230769231	FALSE	0.759672131147541	1e-05	0.000246981132075472	1	1	0.474358974358974	FALSE
demecolcine	0.501803278688525	1e-05	0.000251730769230769	0	1	1	FALSE	-0.526885245901639	1e-05	0.000256666666666667	0	1	0.96969696969697	FALSE	0.716229508196721	1e-05	0.0002618	1	1	0.605555555555556	FALSE	-0.585409836065574	1e-05	0.00023375	0	1	0.886363636363636	FALSE	0.606065573770492	1e-05	0.000242407407407407	0	1	0.811111111111111	FALSE	0.602459016393443	1e-05	0.000246981132075472	0	1	0.816666666666667	FALSE
monensin	-0.85655737704918	2e-05	0.000493962264150943	1	6	0	TRUE	-0.682185792349727	0.00271	0.0432608536585366	0.833333333333333	6	0.096	TRUE	-0.379508196721311	0.27632	0.719091212723658	0.333333333333333	6	0.664	FALSE	-0.58103825136612	0.01855	0.182571052631579	0.666666666666667	6	0.184	TRUE	0.190819672131148	0.95108	0.998604378834356	0.5	6	0.994652406417112	FALSE	-0.149016393442623	0.99585	0.997944743687835	0.333333333333333	6	1	FALSE
"12,13-EODE"	-0.72672131147541	1e-05	0.000251730769230769	0	1	0.657718120805369	FALSE	0.60983606557377	1e-05	0.000256666666666667	1	1	0.779141104294479	FALSE	0.529508196721312	1e-05	0.0002618	0	1	0.957055214723926	FALSE	0.731639344262295	1e-05	0.00023375	1	1	0.503067484662577	FALSE	0.960655737704918	1e-05	0.000242407407407407	1	1	0.116564417177914	FALSE	0.896229508196721	1e-05	0.000246981132075472	1	1	0.233128834355828	FALSE
3-hydroxy-DL-kynurenine	-0.310218579234973	0.51	0.790536973995272	0.5	6	0.519553072625698	FALSE	-0.460163934426229	0.11029	0.406674957746479	0.5	6	0.111731843575419	FALSE	0.420710382513661	0.17718	0.593679796437659	0.5	6	0.135338345864662	FALSE	-0.430327868852459	0.15859	0.539206	0.5	6	0.128491620111732	FALSE	-0.190218579234973	0.9522	0.998604378834356	0.333333333333333	6	0.949720670391061	FALSE	0.278524590163934	0.64677	0.914278542116631	0.5	6	0.526315789473684	FALSE
doxycycline	-0.493606557377049	0.11924	0.4509318	0.6	5	0.175141242937853	TRUE	-0.485737704918033	0.13071	0.430980831234257	0.4	5	0.175141242937853	FALSE	-0.544590163934426	0.06358	0.434901614583333	0.4	5	0.112994350282486	FALSE	-0.328360655737705	0.5508	0.841303617269545	0.4	5	0.564971751412429	FALSE	0.462950819672131	0.16749	0.672618475609756	0.6	5	0.140740740740741	TRUE	-0.219836065573771	0.92261	0.978361003236246	0.4	5	0.92090395480226	FALSE
tyrphostin AG-825	0.771803278688525	1e-05	0.000251730769230769	1	1	0.636871508379888	FALSE	-0.575081967213115	1e-05	0.000256666666666667	0	1	0.917293233082707	FALSE	-0.61	1e-05	0.0002618	0	1	0.87218045112782	FALSE	0.979508196721312	1e-05	0.00023375	1	1	0.201117318435754	FALSE	-0.895573770491803	1e-05	0.000242407407407407	1	1	0.157894736842105	FALSE	-0.671147540983607	1e-05	0.000246981132075472	0	1	0.706766917293233	FALSE
phenanthridinone	-0.911967213114754	1e-05	0.000251730769230769	1	1	0.177083333333333	FALSE	-0.87	1e-05	0.000256666666666667	1	1	0.234375	FALSE	-0.872786885245902	1e-05	0.0002618	1	1	0.223958333333333	FALSE	-0.720655737704918	1e-05	0.00023375	0	1	0.546875	FALSE	0.77344262295082	1e-05	0.000242407407407407	0	1	0.591666666666667	FALSE	-0.529016393442623	1e-05	0.000246981132075472	0	1	0.963541666666667	FALSE
yohimbine	0.427704918032787	0.24014	0.598749066666667	0.6	5	0.110236220472441	TRUE	0.290327868852459	0.70072	0.877911774193548	0.6	5	0.582677165354331	TRUE	0.335573770491803	0.52315	0.866839683544304	0.6	5	0.37007874015748	TRUE	-0.334590163934426	0.52684	0.832210467065868	0.4	5	0.616216216216216	FALSE	0.268524590163934	0.78174	0.950192680695334	0.2	5	0.68503937007874	FALSE	0.375409836065574	0.37988	0.819463510466989	0.4	5	0.244094488188976	FALSE
DL-PPMP	-0.99655737704918	1e-05	0.000251730769230769	1	1	0.031496062992126	FALSE	-0.965409836065574	1e-05	0.000256666666666667	1	1	0.220472440944882	FALSE	-0.515081967213115	1e-05	0.0002618	0	1	0.984251968503937	FALSE	-0.784590163934426	1e-05	0.00023375	1	1	0.590551181102362	FALSE	0.936065573770492	1e-05	0.000242407407407407	1	1	0.145945945945946	FALSE	0.639672131147541	1e-05	0.000246981132075472	0	1	0.816216216216216	FALSE
cytochalasin B	0.839344262295082	1e-05	0.000251730769230769	1	1	0.322274881516588	FALSE	0.757377049180328	1e-05	0.000256666666666667	1	1	0.4739336492891	FALSE	0.594262295081967	1e-05	0.0002618	0	1	0.824644549763033	FALSE	0.900819672131148	1e-05	0.00023375	1	1	0.203791469194313	FALSE	-0.885409836065574	1e-05	0.000242407407407407	1	1	0.485148514851485	FALSE	0.936065573770492	1e-05	0.000246981132075472	1	1	0.151658767772512	FALSE
BW-B70C	-0.99983606557377	0	0	1	1	0	FALSE	-0.997377049180328	1e-05	0.000256666666666667	1	1	0.0196078431372549	FALSE	0.565573770491803	1e-05	0.0002618	0	1	0.942857142857143	FALSE	-0.91672131147541	1e-05	0.00023375	1	1	0.284313725490196	FALSE	0.742786885245902	1e-05	0.000242407407407407	0	1	0.514285714285714	FALSE	0.52655737704918	1e-05	0.000246981132075472	0	1	0.980952380952381	FALSE
minocycline	0.317213114754098	0.59454	0.830579359658485	0.6	5	0.490322580645161	TRUE	0.241147540983607	0.86965	0.943380140845071	0.6	5	0.819354838709677	TRUE	-0.320655737704918	0.58082	0.885796697247706	0.2	5	0.477707006369427	FALSE	0.450983606557377	0.19042	0.574304942528736	0.6	5	0.154838709677419	TRUE	-0.171639344262295	0.99229	0.998604378834356	0.4	5	1	FALSE	0.37327868852459	0.38688	0.819463510466989	0.2	5	0.290322580645161	FALSE
phentolamine	-0.283700234192037	0.53455	0.801081041189931	0.714285714285714	7	0.427480916030534	TRUE	-0.251733021077283	0.67848	0.86986319294809	0.428571428571429	7	0.580152671755725	FALSE	-0.273161592505855	0.57926	0.885796697247706	0.428571428571429	7	0.480916030534351	FALSE	-0.241803278688525	0.72363	0.92053612244898	0.428571428571429	7	0.618320610687023	FALSE	-0.416580796252927	0.12796	0.617491875	0.714285714285714	7	0.0916030534351145	TRUE	-0.466885245901639	0.06412	0.486178870056497	0.428571428571429	7	0.0305343511450382	FALSE
MG-132	-0.967049180327869	1e-05	0.000251730769230769	1	1	0.189189189189189	FALSE	-0.938360655737705	1e-05	0.000256666666666667	1	1	0.22972972972973	FALSE	-0.640491803278688	1e-05	0.0002618	0	1	0.824324324324324	FALSE	-0.996065573770492	1e-05	0.00023375	1	1	0.0405405405405405	FALSE	0.780163934426229	1e-05	0.000242407407407407	0	1	0.585365853658537	FALSE	0.885081967213115	1e-05	0.000246981132075472	1	1	0.457317073170732	FALSE
tyrphostin AG-1478	-0.976065573770492	1e-05	0.000251730769230769	1	1	0.0709219858156028	FALSE	-0.979672131147541	1e-05	0.000256666666666667	1	1	0.0709219858156028	FALSE	-0.961967213114754	1e-05	0.0002618	1	1	0.0921985815602837	FALSE	-0.920491803278689	1e-05	0.00023375	1	1	0.184397163120567	FALSE	0.674918032786885	1e-05	0.000242407407407407	0	1	0.812865497076023	FALSE	-0.922950819672131	1e-05	0.000246981132075472	1	1	0.177304964539007	FALSE
procainamide	0.552459016393443	0.11429	0.448225044776119	0.75	4	0.0840336134453782	TRUE	0.651475409836066	0.03388	0.238716559139785	0.75	4	0.00840336134453781	TRUE	0.380819672131148	0.4978	0.853037275064267	0.5	4	0.478991596638655	FALSE	0.297049180327869	0.77787	0.935015454545454	0.5	4	0.781512605042017	FALSE	-0.359180327868852	0.57287	0.909080666666667	0.5	4	0.616580310880829	FALSE	0.336229508196721	0.65006	0.914976924731183	0.5	4	0.647058823529412	FALSE
thioguanosine	0.478524590163934	0.22624	0.590797071713147	0.5	4	0.576470588235294	FALSE	0.218196721311475	0.97133	0.986339605263158	0.5	4	0.994117647058824	FALSE	-0.667868852459016	0.02685	0.2662625	0	4	0.140845070422535	FALSE	0.298524590163934	0.77369	0.934645285451197	0.5	4	0.911764705882353	FALSE	-0.678524590163934	0.02273	0.280028130841121	0.75	4	0.126760563380282	TRUE	-0.627868852459016	0.04699	0.418434761904762	0.5	4	0.21830985915493	FALSE
amoxicillin	0.645901639344262	0.03657	0.241768333333333	0.75	4	0.0454545454545455	TRUE	0.565081967213115	0.09986	0.389037916666667	0.75	4	0.128787878787879	TRUE	0.341639344262295	0.63124	0.900065	0.5	4	0.734848484848485	FALSE	0.594098360655738	0.07192	0.382696260162602	1	4	0.0833333333333333	TRUE	-0.429672131147541	0.34779	0.809421542553191	0.5	4	0.55	FALSE	-0.400327868852459	0.43576	0.840385666178624	0.25	4	0.633333333333333	FALSE
benfluorex	-0.257704918032787	0.88732	0.960405727272727	0.5	4	0.865248226950355	FALSE	-0.310819672131148	0.734	0.892113277623027	0.5	4	0.652482269503546	FALSE	0.29327868852459	0.78908	0.933871580849142	0.5	4	0.842105263157895	FALSE	-0.425409836065574	0.35947	0.723307956989247	0.5	4	0.212765957446809	FALSE	-0.24	0.93199	0.998604378834356	0.25	4	0.943262411347518	FALSE	-0.203606557377049	0.98566	0.994013050847458	0.25	4	0.99290780141844	FALSE
naftidrofuryl	0.308524590163934	0.74206	0.90741052238806	0.75	4	0.610062893081761	TRUE	-0.385245901639344	0.48334	0.758138311377245	0.75	4	0.326797385620915	TRUE	0.442459016393443	0.31214	0.738863037974684	0.75	4	0.182389937106918	TRUE	-0.397540983606557	0.44476	0.7806225	0.25	4	0.30718954248366	FALSE	-0.413934426229508	0.39376	0.8474075	0.5	4	0.235294117647059	FALSE	-0.523114754098361	0.15255	0.669620462046205	0.75	4	0.0718954248366013	TRUE
pentoxyverine	0.354426229508197	0.58805	0.825920010729614	0.75	4	0.591304347826087	TRUE	0.412295081967213	0.39857	0.715018835616438	0.75	4	0.443478260869565	TRUE	0.303114754098361	0.75944	0.928094197983501	0.5	4	0.773913043478261	FALSE	0.377049180327869	0.51051	0.830922667493797	0.75	4	0.495652173913044	TRUE	-0.368032786885246	0.54163	0.903685106382979	0.5	4	0.751269035532995	FALSE	-0.455081967213115	0.27949	0.764279325153374	0.5	4	0.553299492385787	FALSE
clomifene	0.651967213114754	0.03367	0.228362849740933	1	4	0.0747126436781609	TRUE	0.65327868852459	0.03298	0.235906120218579	1	4	0.0747126436781609	TRUE	0.413770491803279	0.39435	0.79881370942813	0.5	4	0.488505747126437	FALSE	0.368524590163934	0.53973	0.836753076923077	0.5	4	0.620689655172414	FALSE	-0.235245901639344	0.9424	0.998604378834356	0.5	4	0.963768115942029	FALSE	0.319672131147541	0.70542	0.942079694189602	0.25	4	0.793103448275862	FALSE
zoxazolamine	0.229672131147541	0.95357	0.986523149171271	0.5	4	0.956140350877193	FALSE	-0.196393442622951	0.99016	0.995483440860215	0.5	4	1	FALSE	-0.360983606557377	0.56639	0.884272926540284	0.25	4	0.707070707070707	FALSE	-0.280819672131148	0.82635	0.947381592300962	0.25	4	0.888888888888889	FALSE	-0.44327868852459	0.30985	0.779646429942418	0.5	4	0.505050505050505	FALSE	-0.596393442622951	0.06997	0.487789015544041	0.75	4	0.186868686868687	TRUE
N6-methyladenosine	-0.281475409836066	0.82433	0.93466	0.25	4	0.855172413793103	FALSE	0.347049180327869	0.61314	0.827733329896907	0.5	4	0.658682634730539	FALSE	0.435573770491803	0.3314	0.75707260034904	0.5	4	0.377245508982036	FALSE	0.357377049180328	0.57889	0.853341227477478	0.25	4	0.622754491017964	FALSE	0.499672131147541	0.18671	0.692435042492918	0.5	4	0.179640718562874	FALSE	-0.312295081967213	0.72969	0.947949287128713	0.25	4	0.772413793103448	FALSE
chlorprothixene	0.272131147540984	0.84987	0.943333454699407	0.5	4	0.864485981308411	FALSE	-0.249180327868852	0.90777	0.962506852750809	0.25	4	0.897959183673469	FALSE	0.550655737704918	0.11657	0.535403964912281	0.75	4	0.196261682242991	TRUE	-0.441803278688525	0.31391	0.6889675	0.5	4	0.224489795918367	FALSE	0.470655737704918	0.24357	0.73605159453303	0.25	4	0.322429906542056	FALSE	-0.268196721311475	0.86096	0.969590196917808	0.25	4	0.846938775510204	FALSE
cefalexin	0.365409836065574	0.41306	0.741306424657534	0.8	5	0.560975609756098	TRUE	-0.264426229508197	0.79617	0.917331611208406	0.4	5	0.957671957671958	FALSE	0.420819672131148	0.25602	0.69099006185567	0.6	5	0.382113821138211	TRUE	0.262786885245902	0.8018	0.942116062780269	0.6	5	0.886178861788618	TRUE	-0.306229508196721	0.6384	0.932903017817372	0.4	5	0.899470899470899	FALSE	-0.418032786885246	0.26213	0.764279325153374	0.6	5	0.650793650793651	TRUE
bepridil	0.441311475409836	0.31538	0.662652359550562	0.5	4	0.6	FALSE	0.479016393442623	0.2253	0.564568702290076	0.5	4	0.505555555555556	FALSE	0.730491803278688	0.01033	0.146977934782609	1	4	0.0944444444444444	TRUE	0.458196721311475	0.27203	0.661872249070632	0.25	4	0.555555555555556	FALSE	-0.60655737704918	0.0617	0.490953855421687	0.75	4	0.159090909090909	TRUE	-0.258852459016393	0.88449	0.971422713567839	0.25	4	0.931818181818182	FALSE
bezafibrate	0.605573770491803	0.06255	0.314915192307692	1	4	0.0545454545454545	TRUE	0.43	0.34687	0.683814503012048	0.75	4	0.272727272727273	TRUE	0.448688524590164	0.29596	0.732347145557656	0.75	4	0.245454545454545	TRUE	0.481311475409836	0.22107	0.609944707112971	0.75	4	0.2	TRUE	0.305245901639344	0.75273	0.943985164938737	0.5	4	0.781818181818182	FALSE	0.282622950819672	0.82138	0.966894262589928	0.25	4	0.845454545454545	FALSE
dequalinium chloride	0.462131147540984	0.26292	0.623988227848101	0.75	4	0.391304347826087	TRUE	0.615245901639344	0.05518	0.313536666666667	1	4	0.115942028985507	TRUE	0.395081967213115	0.45277	0.83761374301676	0.5	4	0.550724637681159	FALSE	0.395409836065574	0.45186	0.786548856382979	0.25	4	0.550724637681159	FALSE	0.539180327868853	0.13058	0.620352173913044	0	4	0.231884057971014	FALSE	0.26655737704918	0.86515	0.969590196917808	0.25	4	0.876811594202899	FALSE
oxantel	0.372459016393443	0.52623	0.797022104046243	0.75	4	0.482758620689655	TRUE	0.355737704918033	0.58399	0.812593329798515	0.75	4	0.558620689655172	TRUE	0.285573770491803	0.81272	0.94369394575678	0.5	4	0.8	FALSE	0.347540983606557	0.61146	0.867109902702703	0.5	4	0.56551724137931	FALSE	0.47672131147541	0.23019	0.726069180722892	0.5	4	0.144827586206897	FALSE	-0.359344262295082	0.57225	0.891537194412107	0.25	4	0.568862275449102	FALSE
tacrine	-0.249672131147541	0.90645	0.970859375	0.25	4	0.823529411764706	FALSE	-0.28655737704918	0.80961	0.921292623805387	0.5	4	0.61437908496732	FALSE	0.499016393442623	0.18777	0.609903052109181	0.75	4	0.113207547169811	TRUE	-0.306229508196721	0.74919	0.924817128060264	0.5	4	0.529411764705882	FALSE	0.348688524590164	0.60732	0.917842643020595	0.25	4	0.534591194968553	FALSE	0.489016393442623	0.2061	0.72275	0.5	4	0.132075471698113	FALSE
guanfacine	0.418852459016394	0.25994	0.6235362	0.8	5	0.274809160305344	TRUE	0.37344262295082	0.38593	0.707006461538462	0.8	5	0.389312977099237	TRUE	-0.291147540983607	0.69778	0.926475275827482	0.4	5	0.812154696132597	FALSE	0.434918032786885	0.22423	0.612770501043841	0.6	5	0.213740458015267	TRUE	-0.284754098360656	0.72226	0.942544610069102	0.4	5	0.81767955801105	FALSE	-0.381967213114754	0.35892	0.803761740614334	0.6	5	0.50828729281768	TRUE
ritodrine	0.411967213114754	0.39942	0.725160582524272	0.75	4	0.341317365269461	TRUE	0.540983606557377	0.12835	0.430980831234257	0.75	4	0.0718562874251497	TRUE	0.355901639344262	0.58323	0.885796697247706	0.5	4	0.502994011976048	FALSE	0.569344262295082	0.09548	0.431834586206897	0.75	4	0.0538922155688623	TRUE	-0.29672131147541	0.77884	0.950192680695334	0.25	4	0.737931034482759	FALSE	0.469344262295082	0.24651	0.764279325153374	0.25	4	0.179640718562874	FALSE
dextromethorphan	0.644918032786885	0.03705	0.241905792079208	0.75	4	0.0521739130434783	TRUE	0.528360655737705	0.14517	0.453288	1	4	0.208695652173913	TRUE	0.405245901639344	0.42057	0.821680791044776	0.75	4	0.573913043478261	TRUE	0.324262295081967	0.69001	0.909432683417085	0.25	4	0.773913043478261	FALSE	-0.243770491803279	0.92241	0.992956159539474	0.25	4	0.964467005076142	FALSE	-0.630655737704918	0.04529	0.414577692307692	0.5	4	0.106598984771574	FALSE
buspirone	0.414918032786885	0.39078	0.714152479108635	0.75	4	0.283783783783784	TRUE	-0.295245901639344	0.78298	0.911040728888889	0.25	4	0.725609756097561	FALSE	-0.251967213114754	0.90097	0.97147424217463	0.5	4	0.859756097560976	FALSE	-0.284098360655738	0.8171	0.947381592300962	0.25	4	0.76219512195122	FALSE	-0.446885245901639	0.30068	0.779243043478261	0.5	4	0.231707317073171	FALSE	-0.234262295081967	0.94436	0.983433	0.25	4	0.908536585365854	FALSE
ketoconazole	-0.269180327868852	0.85825	0.948859163851351	0.25	4	0.763975155279503	FALSE	-0.310983606557377	0.73348	0.892113277623027	0.5	4	0.664596273291925	FALSE	-0.318524590163934	0.70946	0.928094197983501	0.5	4	0.633540372670807	FALSE	0.24655737704918	0.91503	0.972856875	0.25	4	0.940397350993378	FALSE	-0.331639344262295	0.66511	0.938177790948276	0.5	4	0.596273291925466	FALSE	0.333114754098361	0.6602	0.921806443024494	0.25	4	0.635761589403974	FALSE
bisoprolol	0.350655737704918	0.60088	0.835868140276302	0.75	4	0.580152671755725	TRUE	0.349672131147541	0.60423	0.822386386292835	0.75	4	0.595419847328244	TRUE	-0.438032786885246	0.32422	0.753274190140845	0	4	0.292817679558011	FALSE	0.374590163934426	0.51905	0.832072839805825	0.5	4	0.458015267175573	FALSE	0.37672131147541	0.51163	0.888227679045093	0.5	4	0.442748091603053	FALSE	0.205737704918033	0.98417	0.994013050847458	0.25	4	0.984732824427481	FALSE
flupentixol	0.435901639344262	0.3306	0.672313608562691	0.75	4	0.406417112299465	TRUE	0.412459016393443	0.39808	0.715018835616438	0.5	4	0.449197860962567	FALSE	0.511475409836066	0.16825	0.581106200527705	0.75	4	0.251336898395722	TRUE	0.332950819672131	0.66082	0.892265680412371	0.5	4	0.737967914438503	FALSE	-0.421147540983607	0.37206	0.828336977928693	0.25	4	0.424	FALSE	-0.521147540983607	0.155	0.669620462046205	0.75	4	0.256	TRUE
droperidol	0.332786885245902	0.66103	0.868763323293173	0.75	4	0.53030303030303	TRUE	0.516885245901639	0.16102	0.467553902439024	1	4	0.0757575757575758	TRUE	0.418196721311475	0.38142	0.788750047393365	0.75	4	0.25	TRUE	0.400327868852459	0.43576	0.780314418604651	0.75	4	0.303030303030303	TRUE	0.507868852459016	0.17344	0.681780660660661	0.5	4	0.0984848484848485	FALSE	0.546229508196721	0.12189	0.620832723735409	0.75	4	0.0681818181818182	TRUE
benzbromarone	-0.317377049180328	0.83512	0.939958796216681	0.666666666666667	3	0.874213836477987	TRUE	0.443114754098361	0.47545	0.755104643288996	0.666666666666667	3	0.549019607843137	TRUE	-0.519508196721311	0.28857	0.730634680851064	0.333333333333333	3	0.459119496855346	FALSE	0.361639344262295	0.70021	0.91523408142999	0.333333333333333	3	0.77124183006536	FALSE	-0.441147540983607	0.48053	0.887780586630287	0.333333333333333	3	0.584905660377358	FALSE	-0.437377049180328	0.49053	0.86198261682243	0	3	0.584905660377358	FALSE
clebopride	-0.50672131147541	0.17547	0.52202325	0.75	4	0.157894736842105	TRUE	-0.519344262295082	0.15744	0.462082869955157	0.25	4	0.157894736842105	FALSE	0.213934426229508	0.97634	0.993416068376068	0.5	4	0.975	FALSE	-0.46327868852459	0.26012	0.648790266666667	0.5	4	0.230263157894737	FALSE	-0.384754098360656	0.48456	0.887780586630287	0.5	4	0.493421052631579	FALSE	-0.847540983606557	0.00101	0.0209855555555556	1	4	0	TRUE
fusidic acid	-0.294754098360656	0.78466	0.919789893711249	0.5	4	0.773584905660377	FALSE	-0.288032786885246	0.80546	0.920632926829268	0.5	4	0.779874213836478	FALSE	-0.430655737704918	0.34486	0.759548894472362	0.5	4	0.308176100628931	FALSE	0.299180327868852	0.77162	0.934645285451197	0.5	4	0.738562091503268	FALSE	0.48655737704918	0.21068	0.707128512820513	0.25	4	0.176470588235294	FALSE	-0.310983606557377	0.73375	0.948870393700787	0.25	4	0.685534591194969	FALSE
hesperidin	0.39672131147541	0.44744	0.752982706480305	0.5	4	0.335766423357664	FALSE	0.316229508196721	0.7171	0.885550849056604	0.5	4	0.598540145985402	FALSE	0.383114754098361	0.49046	0.849222407407407	0.5	4	0.35036496350365	FALSE	-0.308360655737705	0.74255	0.924817128060264	0.25	4	0.681818181818182	FALSE	0.55327868852459	0.1134	0.605083935742972	0.75	4	0.072992700729927	TRUE	0.447540983606557	0.29907	0.77675125	0.25	4	0.211678832116788	FALSE
testosterone	-0.252131147540984	0.83733	0.941636572164948	0.6	5	0.876623376623377	TRUE	-0.419836065573771	0.25811	0.596876538461538	0.6	5	0.253246753246753	TRUE	0.35344262295082	0.4558	0.83761374301676	0.6	5	0.506329113924051	TRUE	-0.483606557377049	0.13405	0.501347	0.2	5	0.155844155844156	FALSE	-0.521311475409836	0.08542	0.563511666666667	0.8	5	0.116883116883117	TRUE	-0.233114754098361	0.89105	0.976053933054393	0.4	5	0.909090909090909	FALSE
androsterone	0.382459016393443	0.49259	0.778744335748792	0.5	4	0.365384615384615	FALSE	0.249016393442623	0.90829	0.962506852750809	0.5	4	0.833333333333333	FALSE	0.248360655737705	0.90994	0.974180008156607	0.25	4	0.833333333333333	FALSE	-0.329836065573771	0.67077	0.901476314168378	0.25	4	0.557692307692308	FALSE	-0.300819672131148	0.76628	0.94450143126177	0.5	4	0.666666666666667	FALSE	-0.396065573770492	0.44987	0.847822129760226	0	4	0.301282051282051	FALSE
suloctidil	-0.319672131147541	0.70542	0.887315898174832	0.25	4	0.769230769230769	FALSE	-0.30672131147541	0.74801	0.899736161616162	0.25	4	0.868131868131868	FALSE	0.322131147540984	0.69727	0.926475275827482	0.5	4	0.873303167420814	FALSE	-0.337049180327869	0.64726	0.891521028331584	0.5	4	0.725274725274725	FALSE	-0.253114754098361	0.89817	0.985252957746479	0.25	4	0.912087912087912	FALSE	-0.425081967213115	0.36067	0.804287955706985	0.5	4	0.461538461538462	FALSE
coralyne	-0.542950819672131	0.12585	0.455301212121212	0.5	4	0.12751677852349	FALSE	-0.540655737704918	0.1287	0.430980831234257	0.75	4	0.12751677852349	TRUE	-0.387540983606557	0.47568	0.846977322623829	0.25	4	0.416107382550336	FALSE	-0.562950819672131	0.10216	0.446451627906977	0.5	4	0.0805369127516778	FALSE	0.472295081967213	0.24018	0.73605159453303	0.25	4	0.202453987730061	FALSE	-0.468524590163934	0.24828	0.764279325153374	0.5	4	0.23489932885906	FALSE
domperidone	-0.37344262295082	0.52328	0.796787235772358	0.5	4	0.488372093023256	FALSE	-0.484754098360656	0.21396	0.549164	0.25	4	0.186046511627907	FALSE	-0.249180327868852	0.90777	0.974180008156607	0.25	4	0.86046511627907	FALSE	-0.72672131147541	0.011	0.129838648648649	0.75	4	0	TRUE	0.245901639344262	0.91677	0.990141856435644	0.5	4	0.907103825136612	FALSE	-0.441639344262295	0.31438	0.782256435272045	0.5	4	0.271317829457364	FALSE
