	E12_1_week_IP_vs_naive_adult_3_IP.enrichment	E12_1_week_IP_vs_naive_adult_3_IP.p	E12_1_week_IP_vs_naive_adult_3_IP.FDR	E12_1_week_IP_vs_naive_adult_3_IP.nonNull	E12_1_week_IP_vs_naive_adult_3_IP.instanceCount	E12_1_week_IP_vs_naive_adult_3_IP.specificity	E12_1_week_IP_vs_naive_adult_3_IP.reliable	E12_2_week_IP_vs_naive_adult_3_IP.enrichment	E12_2_week_IP_vs_naive_adult_3_IP.p	E12_2_week_IP_vs_naive_adult_3_IP.FDR	E12_2_week_IP_vs_naive_adult_3_IP.nonNull	E12_2_week_IP_vs_naive_adult_3_IP.instanceCount	E12_2_week_IP_vs_naive_adult_3_IP.specificity	E12_2_week_IP_vs_naive_adult_3_IP.reliable	E12_3_day_IP_vs_naive_adult_3_IP.enrichment	E12_3_day_IP_vs_naive_adult_3_IP.p	E12_3_day_IP_vs_naive_adult_3_IP.FDR	E12_3_day_IP_vs_naive_adult_3_IP.nonNull	E12_3_day_IP_vs_naive_adult_3_IP.instanceCount	E12_3_day_IP_vs_naive_adult_3_IP.specificity	E12_3_day_IP_vs_naive_adult_3_IP.reliable	naive_1_week_IP_vs_naive_adult_3_IP.enrichment	naive_1_week_IP_vs_naive_adult_3_IP.p	naive_1_week_IP_vs_naive_adult_3_IP.FDR	naive_1_week_IP_vs_naive_adult_3_IP.nonNull	naive_1_week_IP_vs_naive_adult_3_IP.instanceCount	naive_1_week_IP_vs_naive_adult_3_IP.specificity	naive_1_week_IP_vs_naive_adult_3_IP.reliable	naive_2_weeks_IP_vs_naive_adult_3_IP.enrichment	naive_2_weeks_IP_vs_naive_adult_3_IP.p	naive_2_weeks_IP_vs_naive_adult_3_IP.FDR	naive_2_weeks_IP_vs_naive_adult_3_IP.nonNull	naive_2_weeks_IP_vs_naive_adult_3_IP.instanceCount	naive_2_weeks_IP_vs_naive_adult_3_IP.specificity	naive_2_weeks_IP_vs_naive_adult_3_IP.reliable	naive_3_days_IP_vs_naive_adult_3_IP.enrichment	naive_3_days_IP_vs_naive_adult_3_IP.p	naive_3_days_IP_vs_naive_adult_3_IP.FDR	naive_3_days_IP_vs_naive_adult_3_IP.nonNull	naive_3_days_IP_vs_naive_adult_3_IP.instanceCount	naive_3_days_IP_vs_naive_adult_3_IP.specificity	naive_3_days_IP_vs_naive_adult_3_IP.reliable
nystatin	-0.822131147540984	0.01117	0.11697224	1	3	0.0143884892086331	TRUE	-0.828360655737705	0.01015	0.116546929824561	1	3	0.00719424460431655	TRUE	-0.471475409836066	0.40211	0.806067366003063	0.333333333333333	3	0.388489208633094	FALSE	-0.800491803278689	0.0155	0.16273488	1	3	0.0215827338129496	TRUE	-0.587978142076503	0.16022	0.662676088328076	0.666666666666667	3	0.23021582733813	TRUE	-0.54551912568306	0.23427	0.762273250620347	0.666666666666667	3	0.287769784172662	TRUE
tenoxicam	-0.267377049180328	0.8632	0.950778026868178	0.5	4	0.917808219178082	FALSE	-0.334918032786885	0.65443	0.85746045	0.5	4	0.726027397260274	FALSE	-0.39327868852459	0.45816	0.83761374301676	0	4	0.541095890410959	FALSE	-0.429016393442623	0.34941	0.711481197511664	0.5	4	0.404109589041096	FALSE	0.33344262295082	0.65883	0.937088335135135	0.5	4	0.728915662650602	FALSE	-0.259180327868852	0.88369	0.971422713567839	0.25	4	0.931506849315068	FALSE
suxibuzone	-0.395409836065574	0.45186	0.752982706480305	0.25	4	0.505681818181818	FALSE	0.237868852459016	0.93693	0.974913648648649	0.5	4	0.867647058823529	FALSE	-0.692786885245902	0.0186	0.207110423728814	0.5	4	0.00568181818181818	FALSE	-0.314426229508197	0.72268	0.92053612244898	0.25	4	0.784090909090909	FALSE	0.406065573770492	0.41806	0.854010358255452	0.25	4	0.294117647058824	FALSE	0.23672131147541	0.93924	0.983433	0.5	4	0.875	FALSE
skimmianine	0.569508196721311	0.09525	0.403502427184466	1	4	0.172131147540984	TRUE	0.607540983606557	0.06094	0.325593714285714	1	4	0.131147540983607	TRUE	0.543770491803279	0.1249	0.538449639344262	0.75	4	0.237704918032787	TRUE	0.282459016393443	0.82193	0.947381592300962	0.5	4	0.89344262295082	FALSE	-0.251639344262295	0.90173	0.985252957746479	0.5	4	0.957894736842105	FALSE	-0.542295081967213	0.12673	0.628465985130111	0.5	4	0.3	FALSE
ricinine	0.336885245901639	0.64767	0.861725177304965	0.75	4	0.623287671232877	TRUE	0.541147540983607	0.12819	0.430980831234257	1	4	0.089041095890411	TRUE	0.528852459016393	0.14463	0.556886	0.75	4	0.10958904109589	TRUE	0.38983606557377	0.46888	0.795030984455959	0.75	4	0.39041095890411	TRUE	-0.218524590163934	0.97086	0.998604378834356	0.25	4	0.963855421686747	FALSE	0.505081967213115	0.17811	0.681904795321638	0.75	4	0.123287671232877	TRUE
estropipate	-0.434590163934426	0.33421	0.672313608562691	0.5	4	0.331034482758621	FALSE	-0.567704918032787	0.09715	0.384783293413174	0.75	4	0.0689655172413793	TRUE	-0.322459016393443	0.69592	0.926475275827482	0.5	4	0.724137931034483	FALSE	-0.355901639344262	0.58323	0.854925050391937	0.5	4	0.6	FALSE	-0.41327868852459	0.39574	0.8474075	0.25	4	0.441379310344828	FALSE	-0.462622950819672	0.26149	0.764279325153374	0.25	4	0.227586206896552	FALSE
tetryzoline	0.317814207650273	0.83372	0.939958796216681	0.666666666666667	3	0.772151898734177	TRUE	0.47551912568306	0.39166	0.713814631432545	0.666666666666667	3	0.227848101265823	TRUE	0.324644808743169	0.81046	0.94321304	0.333333333333333	3	0.765822784810127	FALSE	0.465355191256831	0.418	0.763157938718663	0.666666666666667	3	0.265822784810127	TRUE	0.37672131147541	0.65844	0.937088335135135	0	3	0.550632911392405	FALSE	-0.540655737704918	0.24426	0.764279325153374	0.333333333333333	3	0.136363636363636	FALSE
benzethonium chloride	0.570491803278689	0.18861	0.546217898230088	1	3	0.315789473684211	TRUE	0.631967213114754	0.1033	0.394226530612245	1	3	0.178947368421053	TRUE	0.601803278688525	0.14003	0.556886	0.666666666666667	3	0.236842105263158	TRUE	0.403387978142076	0.58489	0.855442469273743	0.666666666666667	3	0.684210526315789	TRUE	0.705081967213115	0.05112	0.461490206896552	0.333333333333333	3	0.105263157894737	FALSE	0.790983606557377	0.01802	0.22253	1	3	0.0473684210526316	TRUE
fluorometholone	0.307868852459016	0.74418	0.90785798695247	0.5	4	0.727272727272727	FALSE	0.324918032786885	0.68806	0.874396808510638	0.75	4	0.707792207792208	TRUE	-0.38655737704918	0.47885	0.846977322623829	0.25	4	0.518987341772152	FALSE	0.299836065573771	0.76957	0.934645285451197	0.5	4	0.727272727272727	FALSE	0.539672131147541	0.12994	0.620352173913044	0.75	4	0.0909090909090909	TRUE	0.289344262295082	0.80094	0.95790664845173	0.5	4	0.772727272727273	FALSE
etanidazole	0.46327868852459	0.26012	0.6235362	0.75	4	0.302325581395349	TRUE	0.37672131147541	0.51163	0.76459598407281	0.75	4	0.496124031007752	TRUE	-0.502622950819672	0.18196	0.598456381909548	0.25	4	0.289617486338798	FALSE	0.445081967213115	0.30528	0.687013151618399	0.75	4	0.325581395348837	TRUE	0.52672131147541	0.14738	0.649755973154362	0	4	0.10077519379845	FALSE	0.527213114754098	0.14683	0.661712857142857	0.5	4	0.10077519379845	FALSE
kinetin	0.368032786885246	0.54163	0.803847698412698	0.75	4	0.411764705882353	TRUE	0.278032786885246	0.83391	0.929802546848382	0.5	4	0.777777777777778	FALSE	0.378032786885246	0.507	0.853037275064267	0.5	4	0.372549019607843	FALSE	0.389180327868852	0.47085	0.796308333333333	0.5	4	0.359477124183007	FALSE	-0.365737704918033	0.54985	0.903685106382979	0.25	4	0.471698113207547	FALSE	-0.343114754098361	0.62663	0.909849224806202	0.5	4	0.566037735849057	FALSE
anabasine	0.431475409836066	0.50649	0.789131116389549	0.333333333333333	3	0.439393939393939	FALSE	-0.353114754098361	0.72389	0.888071237113402	0.666666666666667	3	0.766666666666667	TRUE	0.739508196721312	0.03532	0.32111124137931	1	3	0.0151515151515152	TRUE	0.455901639344262	0.44214	0.7806225	0.333333333333333	3	0.348484848484849	FALSE	0.43327868852459	0.50181	0.888227679045093	0.333333333333333	3	0.439393939393939	FALSE	-0.290546448087432	0.90873	0.977426105176664	0.333333333333333	3	0.916666666666667	FALSE
delsoline	0.391311475409836	0.46433	0.762619786700126	0.75	4	0.488888888888889	TRUE	0.483114754098361	0.21736	0.551403565891473	0.75	4	0.237037037037037	TRUE	0.380491803278689	0.49865	0.853037275064267	0.75	4	0.518518518518518	TRUE	-0.399508196721311	0.43863	0.7806225	0.25	4	0.528089887640449	FALSE	0.35655737704918	0.58144	0.91437177245509	0.5	4	0.6	FALSE	0.331311475409836	0.6666	0.922831221052632	0.5	4	0.718518518518519	FALSE
Prestwick-689	0.443770491803279	0.30855	0.662652359550562	0.5	4	0.217391304347826	FALSE	0.58983606557377	0.07576	0.348975763888889	1	4	0.0507246376811594	TRUE	-0.313606557377049	0.72528	0.928094197983501	0.25	4	0.76	FALSE	0.568032786885246	0.0968	0.433942465753425	0.75	4	0.0579710144927536	TRUE	0.47	0.2451	0.73605159453303	0.25	4	0.181159420289855	FALSE	0.782459016393443	0.00447	0.0801538356164384	1	4	0	TRUE
hexestrol	0.335245901639344	0.65293	0.865065025278059	0.5	4	0.771428571428571	FALSE	0.373934426229508	0.52133	0.771969423076923	0.75	4	0.691428571428571	TRUE	-0.321639344262295	0.69863	0.926475275827482	0.25	4	0.839416058394161	FALSE	0.232622950819672	0.94763	0.983212511885896	0.5	4	0.942857142857143	FALSE	-0.443770491803279	0.30855	0.779646429942418	0.75	4	0.569343065693431	TRUE	-0.535573770491803	0.13556	0.638172688172043	0.5	4	0.364963503649635	FALSE
trioxysalen	0.658196721311475	0.03067	0.2156	1	4	0.0956521739130435	TRUE	0.7	0.01647	0.154608461538462	1	4	0.0521739130434783	TRUE	0.431147540983607	0.34344	0.759548894472362	0.5	4	0.460869565217391	FALSE	0.438688524590164	0.32243	0.6889675	0.75	4	0.443478260869565	TRUE	-0.384426229508197	0.48592	0.887780586630287	0.5	4	0.802030456852792	FALSE	0.270163934426229	0.8558	0.969590196917808	0.25	4	0.921739130434783	FALSE
cefalotin	0.463606557377049	0.25919	0.6235362	0.75	4	0.221238938053097	TRUE	0.383606557377049	0.48866	0.760462230130486	0.75	4	0.433628318584071	TRUE	0.305245901639344	0.75273	0.928094197983501	0.25	4	0.690265486725664	FALSE	0.295081967213115	0.78351	0.936634328767123	0.5	4	0.725663716814159	FALSE	0.257540983606557	0.88777	0.983156455160745	0.25	4	0.876106194690266	FALSE	0.546229508196721	0.12189	0.620832723735409	0.75	4	0.0619469026548673	TRUE
abamectin	0.356065573770492	0.58263	0.823609794816415	0.5	4	0.666666666666667	FALSE	0.328688524590164	0.67523	0.868868	0.75	4	0.76	TRUE	0.48655737704918	0.21068	0.64414976744186	0.75	4	0.28	TRUE	0.269180327868852	0.85825	0.954414346349745	0.5	4	0.92	FALSE	0.395245901639344	0.45229	0.87131275	0.25	4	0.566666666666667	FALSE	0.29655737704918	0.77909	0.953153571428571	0.5	4	0.866666666666667	FALSE
tetrandrine	-0.511475409836066	0.16825	0.510479699074074	0	4	0.212962962962963	FALSE	0.471803278688525	0.24145	0.585292685185185	0.75	4	0.455882352941176	TRUE	-0.480327868852459	0.2228	0.665830751708428	0.25	4	0.240740740740741	FALSE	-0.321311475409836	0.7001	0.91523408142999	0.25	4	0.731481481481482	FALSE	0.643770491803279	0.03763	0.374354166666667	0.75	4	0.0931372549019608	TRUE	0.597213114754098	0.06914	0.487789015544041	0.75	4	0.200980392156863	TRUE
fluorocurarine	-0.292622950819672	0.79118	0.919789893711249	0.5	4	0.832460732984293	FALSE	-0.310327868852459	0.73594	0.892813215940686	0.5	4	0.785340314136126	FALSE	0.282950819672131	0.82045	0.94369394575678	0.5	4	0.768595041322314	FALSE	0.454918032786885	0.27986	0.669719817184643	0.75	4	0.15702479338843	TRUE	0.44327868852459	0.30985	0.779646429942418	0	4	0.198347107438017	FALSE	-0.578524590163934	0.08616	0.51973935483871	0.25	4	0.0732984293193717	FALSE
napelline	0.436065573770492	0.33017	0.672313608562691	0.75	4	0.392592592592593	TRUE	0.403606557377049	0.42559	0.730140642201835	0.75	4	0.496296296296296	TRUE	0.528032786885246	0.14565	0.556886	0.75	4	0.185185185185185	TRUE	0.181147540983607	0.99626	0.997021666666667	0.5	4	0.992592592592593	FALSE	-0.372459016393443	0.52623	0.891847270375162	0.5	4	0.638418079096045	FALSE	-0.222459016393443	0.96515	0.990110775862069	0.25	4	0.977401129943503	FALSE
cefmetazole	0.281311475409836	0.82448	0.93466	0.75	4	0.8	TRUE	-0.309180327868852	0.73934	0.894451072088725	0.5	4	0.654929577464789	FALSE	-0.543934426229508	0.12466	0.538449639344262	0.25	4	0.0845070422535211	FALSE	-0.457540983606557	0.27376	0.664845714285714	0.5	4	0.211267605633803	FALSE	0.203934426229508	0.98553	0.998604378834356	0.5	4	0.988235294117647	FALSE	0.434262295081967	0.33503	0.784816666666667	0.5	4	0.241176470588235	FALSE
strophanthidin	-0.564918032786885	0.10008	0.411657931034483	0.5	4	0.0898876404494382	FALSE	-0.537377049180328	0.1328	0.431581188118812	0.75	4	0.112359550561798	TRUE	-0.565901639344262	0.09898	0.504748378378378	0.5	4	0.0898876404494382	FALSE	-0.485245901639344	0.21296	0.600788774193548	0.25	4	0.157303370786517	FALSE	-0.730819672131148	0.01031	0.164492409638554	0.75	4	0.0224719101123595	TRUE	-0.278360655737705	0.83284	0.968194991119005	0.25	4	0.853932584269663	FALSE
cefuroxime	-0.157868852459016	0.99936	0.99936	0.5	4	1	FALSE	0.290819672131148	0.79668	0.917331611208406	0.75	4	0.75177304964539	TRUE	-0.353934426229508	0.59008	0.885796697247706	0.25	4	0.64327485380117	FALSE	-0.329180327868852	0.6736	0.904351179487179	0.5	4	0.695906432748538	FALSE	0.462950819672131	0.26082	0.746158150537634	0.5	4	0.163120567375887	FALSE	-0.418360655737705	0.38081	0.819463510466989	0.25	4	0.43859649122807	FALSE
altizide	-0.423770491803279	0.36431	0.70141851744186	0.25	4	0.34640522875817	FALSE	-0.434918032786885	0.33323	0.673145169753086	0.25	4	0.313725490196078	FALSE	-0.36344262295082	0.55799	0.884272926540284	0.5	4	0.581699346405229	FALSE	0.566393442622951	0.09838	0.438559222972973	1	4	0.0440251572327044	TRUE	0.764754098360656	0.00616	0.110458082191781	0.75	4	0	TRUE	-0.340163934426229	0.63619	0.912021666666667	0.25	4	0.65359477124183	FALSE
sulfaquinoxaline	-0.370491803278689	0.67578	0.879174836146971	0.666666666666667	3	0.709876543209877	TRUE	-0.396010928961749	0.60501	0.822386386292835	0.333333333333333	3	0.666666666666667	FALSE	-0.565737704918033	0.19694	0.627237128953771	0.333333333333333	3	0.234567901234568	FALSE	0.457704918032787	0.43786	0.7806225	0.333333333333333	3	0.586666666666667	FALSE	0.689180327868852	0.05997	0.487582173913043	0.333333333333333	3	0.14	FALSE	0.390437158469945	0.62005	0.909689036954087	0.666666666666667	3	0.753333333333333	TRUE
nadide	-0.497213114754098	0.19096	0.548172456140351	0.25	4	0.203488372093023	FALSE	0.281475409836066	0.82433	0.92819390264731	0.75	4	0.878571428571429	TRUE	0.496229508196721	0.19281	0.621646034482759	0.75	4	0.242857142857143	TRUE	-0.261803278688525	0.877	0.959980642201835	0.25	4	0.901162790697674	FALSE	0.378196721311475	0.50644	0.888227679045093	0.5	4	0.528571428571429	FALSE	0.470491803278689	0.24402	0.764279325153374	0.75	4	0.292857142857143	TRUE
terazosin	-0.445081967213115	0.30528	0.662652359550562	0.5	4	0.477611940298507	FALSE	-0.528852459016393	0.14463	0.453288	0.5	4	0.32089552238806	FALSE	-0.654918032786885	0.03222	0.299120425531915	0.75	4	0.119402985074627	TRUE	-0.456065573770492	0.27685	0.66739714548803	0.25	4	0.455223880597015	FALSE	0.519016393442623	0.15804	0.657242666666667	0.5	4	0.387640449438202	FALSE	0.45983606557377	0.26825	0.764279325153374	0.5	4	0.466292134831461	FALSE
butamben	-0.428852459016393	0.34996	0.685774910179641	0.5	4	0.343065693430657	FALSE	-0.411147540983607	0.40216	0.715021376518219	0.5	4	0.437956204379562	FALSE	-0.565737704918033	0.09917	0.504748378378378	0.75	4	0.124087591240876	TRUE	-0.458852459016393	0.27012	0.661826492537313	0.5	4	0.27007299270073	FALSE	0.445081967213115	0.30528	0.779646429942418	0.5	4	0.422857142857143	FALSE	0.244590163934426	0.9205	0.978361003236246	0.5	4	0.948571428571429	FALSE
alclometasone	0.312622950819672	0.72841	0.89868643126177	0.25	4	0.708860759493671	FALSE	-0.380655737704918	0.49831	0.762781697674419	0.25	4	0.506493506493506	FALSE	-0.463770491803279	0.259	0.69249032586558	0.25	4	0.24025974025974	FALSE	-0.421475409836066	0.37125	0.732980769230769	0.25	4	0.357142857142857	FALSE	-0.319508196721311	0.70602	0.942544610069102	0.5	4	0.714285714285714	FALSE	0.308852459016393	0.74094	0.950316103515625	0.25	4	0.734177215189873	FALSE
ramifenazone	-0.270327868852459	0.85515	0.946231065088757	0.5	4	0.828025477707006	FALSE	-0.307540983606557	0.74524	0.898268103130755	0.25	4	0.726114649681529	FALSE	-0.33327868852459	0.65963	0.908900705263158	0.5	4	0.643312101910828	FALSE	0.333114754098361	0.6602	0.892265680412371	0.75	4	0.651612903225806	TRUE	-0.365409836065574	0.55094	0.903685106382979	0.5	4	0.515923566878981	FALSE	0.338196721311475	0.64314	0.912021666666667	0.25	4	0.645161290322581	FALSE
streptozocin	-0.608688524590164	0.06008	0.309831023622047	0.75	4	0.166666666666667	TRUE	-0.623606557377049	0.04976	0.294732307692308	0.75	4	0.131944444444444	TRUE	-0.56655737704918	0.09834	0.504748378378378	0.5	4	0.256944444444444	FALSE	-0.443114754098361	0.3103	0.6889675	0.5	4	0.472222222222222	FALSE	0.724590163934426	0.01122	0.172788	0.75	4	0.0238095238095238	TRUE	0.541639344262295	0.12767	0.628465985130111	0.75	4	0.261904761904762	TRUE
sulfamethizole	-0.400655737704918	0.43487	0.752982706480305	0.25	4	0.421348314606742	FALSE	-0.450655737704918	0.29079	0.632299186046512	0.5	4	0.280898876404494	FALSE	-0.266229508196721	0.86605	0.959914860287892	0.25	4	0.865168539325843	FALSE	-0.680819672131148	0.02188	0.198787448275862	0.25	4	0.0280898876404494	FALSE	-0.431475409836066	0.34256	0.809421542553191	0.5	4	0.348314606741573	FALSE	-0.481967213114754	0.21973	0.739399922879177	0.5	4	0.213483146067416	FALSE
phenazopyridine	0.338032786885246	0.64348	0.861263108384458	0.75	4	0.75974025974026	TRUE	0.364754098360656	0.55334	0.795880602409639	0.75	4	0.694805194805195	TRUE	0.567540983606557	0.09736	0.504748378378378	0.75	4	0.214285714285714	TRUE	0.451803278688525	0.28757	0.678057316636852	0.75	4	0.493506493506494	TRUE	-0.513770491803279	0.16506	0.668842438271605	0.5	4	0.20253164556962	FALSE	-0.461967213114754	0.26333	0.764279325153374	0.25	4	0.316455696202532	FALSE
